section;entity;subentity;key;value;unit;note
snapshot;game;;year;6159;;
snapshot;game;;month;1;;
snapshot;game;;sea_state;stille See;;
atheria;macro;;global_growth;0.8645;;
atheria;macro;;global_price_level;1.1840;;
atheria;macro;;resource_scarcity;0.6200;;
city;Luebeck;;treasury;39791;Mark;
city;Luebeck;;bankrupt;0;;
city;Luebeck;;building_count;26;count;
city_inventory;Luebeck;Salz;stock;157206;units;
city_inventory;Luebeck;Salz;scarcity_factor;0.7800;;
city_inventory;Luebeck;Salz;market_price;42;Mark;
city_inventory;Luebeck;Holz;stock;3;units;
city_inventory;Luebeck;Holz;scarcity_factor;1.4083;;
city_inventory;Luebeck;Holz;market_price;41;Mark;
city_inventory;Luebeck;Pelze;stock;142813;units;
city_inventory;Luebeck;Pelze;scarcity_factor;0.7800;;
city_inventory;Luebeck;Pelze;market_price;70;Mark;
city_inventory;Luebeck;Getreide;stock;5;units;
city_inventory;Luebeck;Getreide;scarcity_factor;1.3917;;
city_inventory;Luebeck;Getreide;market_price;52;Mark;
city_inventory;Luebeck;Tuch;stock;713780;units;
city_inventory;Luebeck;Tuch;scarcity_factor;0.7800;;
city_inventory;Luebeck;Tuch;market_price;44;Mark;
city_inventory;Luebeck;Hering;stock;185827;units;
city_inventory;Luebeck;Hering;scarcity_factor;0.7800;;
city_inventory;Luebeck;Hering;market_price;25;Mark;
city_inventory;Luebeck;Wein;stock;144088;units;
city_inventory;Luebeck;Wein;scarcity_factor;0.7800;;
city_inventory;Luebeck;Wein;market_price;75;Mark;
city_inventory;Luebeck;Bier;stock;158910;units;
city_inventory;Luebeck;Bier;scarcity_factor;0.7800;;
city_inventory;Luebeck;Bier;market_price;26;Mark;
city_inventory;Luebeck;Hopfen;stock;224255;units;
city_inventory;Luebeck;Hopfen;scarcity_factor;0.7800;;
city_inventory;Luebeck;Hopfen;market_price;40;Mark;
city_inventory;Luebeck;Teer;stock;219301;units;
city_inventory;Luebeck;Teer;scarcity_factor;0.7800;;
city_inventory;Luebeck;Teer;market_price;82;Mark;
city_inventory;Luebeck;Gewuerze;stock;167074;units;
city_inventory;Luebeck;Gewuerze;scarcity_factor;0.7800;;
city_inventory;Luebeck;Gewuerze;market_price;152;Mark;
city_inventory;Luebeck;Kupfer;stock;96112;units;
city_inventory;Luebeck;Kupfer;scarcity_factor;0.7800;;
city_inventory;Luebeck;Kupfer;market_price;76;Mark;
city_inventory;Luebeck;Luxuswaren;stock;765032;units;
city_inventory;Luebeck;Luxuswaren;scarcity_factor;0.7800;;
city_inventory;Luebeck;Luxuswaren;market_price;114;Mark;
