section;entity;subentity;key;value;unit;note
snapshot;game;;year;1894;;
snapshot;game;;month;1;;
snapshot;game;;sea_state;bewegte See;;
atheria;macro;;global_growth;0.8545;;
atheria;macro;;global_price_level;1.1678;;
atheria;macro;;resource_scarcity;0.6200;;
city;Luebeck;;treasury;3471468494;Mark;
city;Luebeck;;bankrupt;0;;
city;Luebeck;;building_count;23;count;
city;Luebeck;;population;5000000;citizens;
city;Luebeck;;social_stability;100.00;;
city;Luebeck;;quality_of_life;100.00;;
city;Luebeck;;migration;968;citizens;
city;Luebeck;;tax_income;729750;Mark;
city;Luebeck;;political_influence;7627.69;;
city;Luebeck;;local_scarcity_relief;0.4940;;
city;Luebeck;;hazard_mitigation;0.5822;;
city;Luebeck;;storage_multiplier;1.00;;
city_inventory;Luebeck;Salz;stock;176022;units;
city_inventory;Luebeck;Salz;scarcity_factor;0.6200;;
city_inventory;Luebeck;Salz;market_price;39;Mark;
city_inventory;Luebeck;Holz;stock;112262;units;
city_inventory;Luebeck;Holz;scarcity_factor;0.6200;;
city_inventory;Luebeck;Holz;market_price;24;Mark;
city_inventory;Luebeck;Pelze;stock;110941;units;
city_inventory;Luebeck;Pelze;scarcity_factor;0.6200;;
city_inventory;Luebeck;Pelze;market_price;77;Mark;
city_inventory;Luebeck;Getreide;stock;7428;units;
city_inventory;Luebeck;Getreide;scarcity_factor;0.6200;;
city_inventory;Luebeck;Getreide;market_price;19;Mark;
city_inventory;Luebeck;Tuch;stock;237533;units;
city_inventory;Luebeck;Tuch;scarcity_factor;0.6200;;
city_inventory;Luebeck;Tuch;market_price;54;Mark;
city_inventory;Luebeck;Hering;stock;158418;units;
city_inventory;Luebeck;Hering;scarcity_factor;0.6200;;
city_inventory;Luebeck;Hering;market_price;30;Mark;
city_inventory;Luebeck;Wein;stock;119225;units;
city_inventory;Luebeck;Wein;scarcity_factor;0.6200;;
city_inventory;Luebeck;Wein;market_price;66;Mark;
city_inventory;Luebeck;Bier;stock;250862;units;
city_inventory;Luebeck;Bier;scarcity_factor;0.6200;;
city_inventory;Luebeck;Bier;market_price;28;Mark;
city_inventory;Luebeck;Hopfen;stock;153793;units;
city_inventory;Luebeck;Hopfen;scarcity_factor;0.6200;;
city_inventory;Luebeck;Hopfen;market_price;37;Mark;
city_inventory;Luebeck;Teer;stock;161552;units;
city_inventory;Luebeck;Teer;scarcity_factor;0.6200;;
city_inventory;Luebeck;Teer;market_price;62;Mark;
city_inventory;Luebeck;Gewuerze;stock;73965;units;
city_inventory;Luebeck;Gewuerze;scarcity_factor;0.6200;;
city_inventory;Luebeck;Gewuerze;market_price;115;Mark;
city_inventory;Luebeck;Kupfer;stock;86827;units;
city_inventory;Luebeck;Kupfer;scarcity_factor;0.6200;;
