section;entity;subentity;key;value;unit;note
snapshot;game;;year;1368;;
snapshot;game;;month;1;;
snapshot;game;;sea_state;ruhige See;;
atheria;macro;;global_growth;0.8878;;
atheria;macro;;global_price_level;1.2418;;
atheria;macro;;resource_scarcity;0.6200;;
city;Luebeck;;treasury;81;Mark;
city;Luebeck;;bankrupt;0;;
city;Luebeck;;building_count;8;count;
city;Luebeck;;population;2557;citizens;
city;Luebeck;;social_stability;51.97;;
city;Luebeck;;quality_of_life;62.31;;
city;Luebeck;;migration;1;citizens;
city;Luebeck;;tax_income;73;Mark;
city;Luebeck;;political_influence;21.52;;
city;Luebeck;;local_scarcity_relief;0.0157;;
city;Luebeck;;hazard_mitigation;0.0165;;
city;Luebeck;;storage_multiplier;1.00;;
city_inventory;Luebeck;Salz;stock;154;units;
city_inventory;Luebeck;Salz;scarcity_factor;0.9843;;
city_inventory;Luebeck;Salz;market_price;43;Mark;
city_inventory;Luebeck;Holz;stock;160;units;
city_inventory;Luebeck;Holz;scarcity_factor;0.9843;;
city_inventory;Luebeck;Holz;market_price;29;Mark;
city_inventory;Luebeck;Pelze;stock;97;units;
city_inventory;Luebeck;Pelze;scarcity_factor;1.0901;;
city_inventory;Luebeck;Pelze;market_price;140;Mark;
city_inventory;Luebeck;Getreide;stock;150;units;
city_inventory;Luebeck;Getreide;scarcity_factor;0.9843;;
city_inventory;Luebeck;Getreide;market_price;39;Mark;
city_inventory;Luebeck;Tuch;stock;133;units;
city_inventory;Luebeck;Tuch;scarcity_factor;0.9843;;
city_inventory;Luebeck;Tuch;market_price;53;Mark;
city_inventory;Luebeck;Hering;stock;174;units;
city_inventory;Luebeck;Hering;scarcity_factor;0.9843;;
city_inventory;Luebeck;Hering;market_price;33;Mark;
city_inventory;Luebeck;Wein;stock;148;units;
city_inventory;Luebeck;Wein;scarcity_factor;0.9843;;
city_inventory;Luebeck;Wein;market_price;140;Mark;
city_inventory;Luebeck;Bier;stock;137;units;
city_inventory;Luebeck;Bier;scarcity_factor;0.9843;;
city_inventory;Luebeck;Bier;market_price;43;Mark;
building;Luebeck;1;id;brewery;;
building;Luebeck;1;name;Brauerei;;
building;Luebeck;1;level;2;;
building;Luebeck;1;active;1;;
building;Luebeck;1;can_run_now;1;;
building;Luebeck;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Luebeck;1;outputs;"{""Bier"": 6}";;
building;Luebeck;2;id;fishery;;
building;Luebeck;2;name;Fischerei;;
building;Luebeck;2;level;1;;
building;Luebeck;2;active;1;;
building;Luebeck;2;can_run_now;1;;
building;Luebeck;2;inputs;{};;
building;Luebeck;2;outputs;"{""Hering"": 4}";;
building;Luebeck;3;id;grain_farm;;
building;Luebeck;3;name;Getreidehof;;
building;Luebeck;3;level;1;;
building;Luebeck;3;active;1;;
building;Luebeck;3;can_run_now;1;;
building;Luebeck;3;inputs;{};;
building;Luebeck;3;outputs;"{""Getreide"": 5}";;
building;Luebeck;4;id;salt_mine;;
building;Luebeck;4;name;Salzmine;;
building;Luebeck;4;level;1;;
building;Luebeck;4;active;1;;
building;Luebeck;4;can_run_now;1;;
building;Luebeck;4;inputs;{};;
building;Luebeck;4;outputs;"{""Salz"": 5}";;
building;Luebeck;5;id;tannery;;
building;Luebeck;5;name;Gerberei;;
building;Luebeck;5;level;1;;
building;Luebeck;5;active;1;;
building;Luebeck;5;can_run_now;1;;
building;Luebeck;5;inputs;"{""Salz"": 1}";;
building;Luebeck;5;outputs;"{""Pelze"": 2}";;
building;Luebeck;6;id;weavery;;
building;Luebeck;6;name;Weberei;;
building;Luebeck;6;level;2;;
building;Luebeck;6;active;1;;
building;Luebeck;6;can_run_now;1;;
building;Luebeck;6;inputs;"{""Holz"": 2}";;
building;Luebeck;6;outputs;"{""Tuch"": 3}";;
building;Luebeck;7;id;winery;;
building;Luebeck;7;name;Weinkellerei;;
building;Luebeck;7;level;1;;
building;Luebeck;7;active;1;;
building;Luebeck;7;can_run_now;1;;
building;Luebeck;7;inputs;"{""Getreide"": 3}";;
building;Luebeck;7;outputs;"{""Wein"": 3}";;
building;Luebeck;8;id;woodcutter;;
building;Luebeck;8;name;Holzfaeller;;
building;Luebeck;8;level;1;;
building;Luebeck;8;active;1;;
building;Luebeck;8;can_run_now;1;;
building;Luebeck;8;inputs;{};;
building;Luebeck;8;outputs;"{""Holz"": 6}";;
city;Bergen;;treasury;84;Mark;
city;Bergen;;bankrupt;0;;
city;Bergen;;building_count;8;count;
city;Bergen;;population;2556;citizens;
city;Bergen;;social_stability;50.96;;
city;Bergen;;quality_of_life;60.65;;
city;Bergen;;migration;0;citizens;
city;Bergen;;tax_income;73;Mark;
city;Bergen;;political_influence;21.47;;
city;Bergen;;local_scarcity_relief;0.0000;;
city;Bergen;;hazard_mitigation;0.0000;;
city;Bergen;;storage_multiplier;1.00;;
city_inventory;Bergen;Salz;stock;125;units;
city_inventory;Bergen;Salz;scarcity_factor;1.0000;;
city_inventory;Bergen;Salz;market_price;48;Mark;
city_inventory;Bergen;Holz;stock;160;units;
city_inventory;Bergen;Holz;scarcity_factor;1.0000;;
city_inventory;Bergen;Holz;market_price;28;Mark;
city_inventory;Bergen;Pelze;stock;181;units;
city_inventory;Bergen;Pelze;scarcity_factor;1.0000;;
city_inventory;Bergen;Pelze;market_price;90;Mark;
city_inventory;Bergen;Getreide;stock;141;units;
city_inventory;Bergen;Getreide;scarcity_factor;1.0000;;
city_inventory;Bergen;Getreide;market_price;31;Mark;
city_inventory;Bergen;Tuch;stock;153;units;
city_inventory;Bergen;Tuch;scarcity_factor;1.0000;;
city_inventory;Bergen;Tuch;market_price;75;Mark;
city_inventory;Bergen;Hering;stock;185;units;
city_inventory;Bergen;Hering;scarcity_factor;1.0000;;
city_inventory;Bergen;Hering;market_price;35;Mark;
city_inventory;Bergen;Wein;stock;93;units;
city_inventory;Bergen;Wein;scarcity_factor;1.1175;;
city_inventory;Bergen;Wein;market_price;168;Mark;
city_inventory;Bergen;Bier;stock;145;units;
city_inventory;Bergen;Bier;scarcity_factor;1.0000;;
city_inventory;Bergen;Bier;market_price;42;Mark;
building;Bergen;1;id;brewery;;
building;Bergen;1;name;Brauerei;;
building;Bergen;1;level;1;;
building;Bergen;1;active;1;;
building;Bergen;1;can_run_now;1;;
building;Bergen;1;inputs;"{""Getreide"": 4, ""Holz"": 1}";;
building;Bergen;1;outputs;"{""Bier"": 6}";;
building;Bergen;2;id;fishery;;
building;Bergen;2;name;Fischerei;;
building;Bergen;2;level;2;;
building;Bergen;2;active;1;;
building;Bergen;2;can_run_now;1;;
building;Bergen;2;inputs;{};;
building;Bergen;2;outputs;"{""Hering"": 4}";;
building;Bergen;3;id;grain_farm;;
building;Bergen;3;name;Getreidehof;;
building;Bergen;3;level;1;;
building;Bergen;3;active;1;;
building;Bergen;3;can_run_now;1;;
building;Bergen;3;inputs;{};;
building;Bergen;3;outputs;"{""Getreide"": 5}";;
building;Bergen;4;id;salt_mine;;
building;Bergen;4;name;Salzmine;;
building;Bergen;4;level;1;;
building;Bergen;4;active;1;;
building;Bergen;4;can_run_now;1;;
building;Bergen;4;inputs;{};;
building;Bergen;4;outputs;"{""Salz"": 5}";;
building;Bergen;5;id;tannery;;
building;Bergen;5;name;Gerberei;;
building;Bergen;5;level;1;;
building;Bergen;5;active;1;;
building;Bergen;5;can_run_now;1;;
building;Bergen;5;inputs;"{""Salz"": 1}";;
building;Bergen;5;outputs;"{""Pelze"": 2}";;
building;Bergen;6;id;weavery;;
building;Bergen;6;name;Weberei;;
building;Bergen;6;level;1;;
building;Bergen;6;active;1;;
building;Bergen;6;can_run_now;1;;
building;Bergen;6;inputs;"{""Holz"": 2}";;
building;Bergen;6;outputs;"{""Tuch"": 3}";;
building;Bergen;7;id;winery;;
building;Bergen;7;name;Weinkellerei;;
building;Bergen;7;level;1;;
building;Bergen;7;active;1;;
building;Bergen;7;can_run_now;1;;
building;Bergen;7;inputs;"{""Getreide"": 3}";;
building;Bergen;7;outputs;"{""Wein"": 3}";;
building;Bergen;8;id;woodcutter;;
building;Bergen;8;name;Holzfaeller;;
building;Bergen;8;level;2;;
building;Bergen;8;active;1;;
building;Bergen;8;can_run_now;1;;
building;Bergen;8;inputs;{};;
building;Bergen;8;outputs;"{""Holz"": 6}";;
city;Toensberg;;treasury;83;Mark;
city;Toensberg;;bankrupt;0;;
city;Toensberg;;building_count;8;count;
city;Toensberg;;population;2557;citizens;
city;Toensberg;;social_stability;51.35;;
city;Toensberg;;quality_of_life;61.77;;
city;Toensberg;;migration;1;citizens;
city;Toensberg;;tax_income;73;Mark;
city;Toensberg;;political_influence;21.57;;
city;Toensberg;;local_scarcity_relief;0.0000;;
city;Toensberg;;hazard_mitigation;0.0000;;
city;Toensberg;;storage_multiplier;1.00;;
city_inventory;Toensberg;Salz;stock;145;units;
city_inventory;Toensberg;Salz;scarcity_factor;1.0000;;
city_inventory;Toensberg;Salz;market_price;56;Mark;
city_inventory;Toensberg;Holz;stock;156;units;
city_inventory;Toensberg;Holz;scarcity_factor;1.0000;;
city_inventory;Toensberg;Holz;market_price;30;Mark;
